"Label","String","Translation",""
"Hint_O1_17","We need to get that Toad out of
there! Mario, maybe you could try
busting up the rocks!","We need to get that Toad out of
there! Mario, maybe you could try
busting up the rocks!",""
"Hint_OB_14","The container changed into a water
tower! Now we should be able to
move forward.","The container changed into a water
tower! Now we should be able to
move forward.",""
"Hint_V4_02","Let's take a good look around
that lighthouse, Mario.","Let's take a good look around
that lighthouse, Mario.",""
"Hint_BB_22","We have to do something about 
Ludwig diving under the water.
Maybe the café staff can give us
some pointers.","We have to do something about 
Ludwig diving under the water.
Maybe the café staff can give us
some pointers.",""
"Hint_Y2_15","Quickly! Use your Unfurl power
before it runs out!","Quickly! Use your Unfurl power
before it runs out!",""
"Hint_O1_18","I don't think the Bone is here
anymore. Let's look elsewhere.","I don't think the Bone is here
anymore. Let's look elsewhere.",""
"Hint_OB_15","Hey, I see a suspicious line here!
Try pressing !","Hey, I see a suspicious line here!
Try pressing !",""
"Hint_RB_18","Morton broke the floor, so we can't
get to the top! I wish life was a video
game. Then we could just press 
to make a staircase appear!","Morton broke the floor, so we can't
get to the top! I wish life was a video
game. Then we could just press 
to make a staircase appear!",""
"Hint_BB_23","The enemy's secret superweapon
is vulnerable to Tail attacks!","The enemy's secret superweapon
is vulnerable to Tail attacks!",""
"Hint_Y2_16","Let's get to the mountains and
make sure everything's OK!","Let's get to the mountains and
make sure everything's OK!",""
"Hint_OB_16","It's escaping because you're running
at it. Try sneaking up on it and
hitting it with your hammer.","It's escaping because you're running
at it. Try sneaking up on it and
hitting it with your hammer.",""
"Hint_V4_04","The lighthouse keeper is waiting for
us past the waterfall.
C'mon, let's go!","The lighthouse keeper is waiting for
us past the waterfall.
C'mon, let's go!",""
"Hint_TN_10","If you see any poor Toads who have
been drained of their color, just
repaint 'em with your paint hammer!","If you see any poor Toads who have
been drained of their color, just
repaint 'em with your paint hammer!",""
"Hint_BB_24","When the enemy's secret weapon
dives underwater, our only option
is to pull it back up to the surface
somehow!","When the enemy's secret weapon
dives underwater, our only option
is to pull it back up to the surface
somehow!",""
"Hint_Y2_17","We're getting close to where that
thing landed. I hope everything
is OK...","We're getting close to where that
thing landed. I hope everything
is OK...",""
"Hint_OB_17","I'm pretty sure there was an Unfurl 
Block on the roof of one of the train
cars.  Things that can be Unfurled will
react to your normal hammer a little
bit too, so try whacking everything
to figure out what you can Unfurl.","I'm pretty sure there was an Unfurl 
Block on the roof of one of the train
cars.  Things that can be Unfurled will
react to your normal hammer a little
bit too, so try whacking everything
to figure out what you can Unfurl.",""
"Hint_V4_05","Let's go to the parallel world and
search for clues for how to fix the
lighthouse light.","Let's go to the parallel world and
search for clues for how to fix the
lighthouse light.",""
"Hint_B3_01","This hotel is really fancy, but
there's something...off about it.
Gives me the creeps.","This hotel is really fancy, but
there's something...off about it.
Gives me the creeps.",""
"Hint_Y2_18","These logs sure are annoying.
Maybe we can stop them at
the source...","These logs sure are annoying.
Maybe we can stop them at
the source...",""
"Hint_Y4_30","Let's hurry over to the café so the
chef can open up for us. I can't wait
to see that beautiful Paint Star!","Let's hurry over to the café so the
chef can open up for us. I can't wait
to see that beautiful Paint Star!",""
"Hint_OB_18","Hurry! Let's use the handcar to
chase down the train and stop
that out-of-control VIP!","Hurry! Let's use the handcar to
chase down the train and stop
that out-of-control VIP!",""
"Hint_V4_06","Let's investigate the parallel world.
Maybe there are some Shy Guys
around that we can interrogate!","Let's investigate the parallel world.
Maybe there are some Shy Guys
around that we can interrogate!",""
"Hint_TN_12","The good news is that we should be
able to get to the Paint Star up on
the third floor now! The bad news is
that we're out of toilet paper.","The good news is that we should be
able to get to the Paint Star up on
the third floor now! The bad news is
that we're out of toilet paper.",""
"Hint_B3_02","OK, let's investigate the hotel.
Keep an eye out for anything...
weird.","OK, let's investigate the hotel.
Keep an eye out for anything...
weird.",""
"Hint_BB_26","Sometimes you might press  and
see that the lines don't quite match
up. If that happens, try moving
things around.","Sometimes you might press  and
see that the lines don't quite match
up. If that happens, try moving
things around.",""
"Hint_Y2_19","I saw an Unfurl Block in that hut,
but we'll need to get past those
Shy Guys to use it!","I saw an Unfurl Block in that hut,
but we'll need to get past those
Shy Guys to use it!",""
"Hint_Y4_31","It looks like that pipe needs to be
repainted a little bit before we can
go all the way through.","It looks like that pipe needs to be
repainted a little bit before we can
go all the way through.",""
"Hint_O4_01","Tangerino Grill, huh? Sounds
appetizing—let's check it out!","Tangerino Grill, huh? Sounds
appetizing—let's check it out!",""
"Hint_OB_19","Shoot, the door won't open. We've
got to find another way to get
around this problem. Do you think
we can sneak around the outside?","Shoot, the door won't open. We've
got to find another way to get
around this problem. Do you think
we can sneak around the outside?",""
"Hint_V4_07","Did you see that cracked wall?
I bet we could break it wide open!","Did you see that cracked wall?
I bet we could break it wide open!",""
"Hint_TN_13","Jump and hit the red
Mini Paint Star to grab it!","Jump and hit the red
Mini Paint Star to grab it!",""
"Hint_B3_03","That spooky Toad seems to
have some unfinished business.
Let's see if we can help him.","That spooky Toad seems to
have some unfinished business.
Let's see if we can help him.",""
"Hint_Y4_32","Have you looked under the sofa?
Sometimes that's where keys end up.","Have you looked under the sofa?
Sometimes that's where keys end up.",""
"Hint_O4_02","Not exactly a packed house, is it?","Not exactly a packed house, is it?",""
"Hint_V4_08","Let's check out the waterfall back
in the normal world. I wonder if
anything has changed behind it.","Let's check out the waterfall back
in the normal world. I wonder if
anything has changed behind it.",""
"Hint_TN_14","It looks like there's some kind of
belt that opens the door, but
it doesn't seem to be working...","It looks like there's some kind of
belt that opens the door, but
it doesn't seem to be working...",""
"Hint_B4_10","Oh... 
So this is the legendary treasure!
Come to papa!","Oh... 
So this is the legendary treasure!
Come to papa!",""
"Hint_O3_08_2","Huh... It looks finished, but
something's not right. Maybe
check out the very front...","Huh... It looks finished, but
something's not right. Maybe
check out the very front...",""
"Hint_O4_03","The train's here! Choo-choo!","The train's here! Choo-choo!",""
"Hint_V4_09","Let's try painting that colorless
block behind the waterfall in the 
normal world.","Let's try painting that colorless
block behind the waterfall in the 
normal world.",""
"Hint_VB_30","Did you see that Unfurl Mark? That
must mean that there's an Unfurl
Block around here somewhere.","Did you see that Unfurl Mark? That
must mean that there's an Unfurl
Block around here somewhere.",""
"Hint_TN_15","If we can restore color to the
waterfall, the water in the canal 
should start flowing again.","If we can restore color to the
waterfall, the water in the canal 
should start flowing again.",""
"Hint_B3_05","Sounds like there's going to be some
sort of tea party in this hotel.","Sounds like there's going to be some
sort of tea party in this hotel.",""
"Hint_B4_11","I think we're finally close to finding
the fabled treasure of Fortune
Island. Let's go beat the bonus
round and get it, Mario!","I think we're finally close to finding
the fabled treasure of Fortune
Island. Let's go beat the bonus
round and get it, Mario!",""
"Hint_O3_08_3","Whoa! What happened to the
engineer Toad who was standing
by the coal chute?","Whoa! What happened to the
engineer Toad who was standing
by the coal chute?",""
"Hint_O4_04","Why isn't there any food for the
Toads?","Why isn't there any food for the
Toads?",""
"Hint_V2_01","Something seems a bit off about this
harbor...","Something seems a bit off about this
harbor...",""
"Hint_B3_06","There's space for six at the table. 
Does that mean there are six spooky
Toads?","There's space for six at the table. 
Does that mean there are six spooky
Toads?",""
"Hint_B4_12","You cleared the bonus round, so
you're the Snifit or Whiffit grand
champion! How does it feel?!","You cleared the bonus round, so
you're the Snifit or Whiffit grand
champion! How does it feel?!",""
"Hint_O3_08_4","It's pitch black, and I can't see
anything! For now, just feel your
way along and hit stuff with your
hammer.","It's pitch black, and I can't see
anything! For now, just feel your
way along and hit stuff with your
hammer.",""
"Hint_O4_05","Let's go check out the situation in
the kitchen.","Let's go check out the situation in
the kitchen.",""
"Hint_G1_01","So the professor and Princess went
for a walk in the woods but haven't
come back. Let's find 'em!","So the professor and Princess went
for a walk in the woods but haven't
come back. Let's find 'em!",""
"Hint_V2_02","Let's go see what's happening
with the boat.","Let's go see what's happening
with the boat.",""
"Hint_TN_17","Press  to swing your paint hammer
and repaint that door!","Press  to swing your paint hammer
and repaint that door!",""
"Hint_Boss_NoThings","It seems like we're lacking something
we need to defeat that boss.
The know-it-all in Port Prisma might
be able to help.","It seems like we're lacking something
we need to defeat that boss.
The know-it-all in Port Prisma might
be able to help.",""
"Hint_B3_07","Let's look around the hotel and see
if there are any more spooky Toads!","Let's look around the hotel and see
if there are any more spooky Toads!",""
"Hint_B4_13","Well, this is fancy. And I'm sure
it'll come in handy somewhere...","Well, this is fancy. And I'm sure
it'll come in handy somewhere...",""
"Hint_O4_06","The kitchen's in a horrible state!
Let's kick out all of the Shy Guys!","The kitchen's in a horrible state!
Let's kick out all of the Shy Guys!",""
"Hint_G1_02","I hope the professor and Princess
are safe out here. It's not exactly
the nicest neighborhood.","I hope the professor and Princess
are safe out here. It's not exactly
the nicest neighborhood.",""
"Hint_B4_14","That Snifit sold you a bunch of
cards. Hmm...","That Snifit sold you a bunch of
cards. Hmm...",""
"Hint_G1_03","Mario, I want that giant coin as
much as I've ever wanted anything,
but we have to give up on it for now.","Mario, I want that giant coin as
much as I've ever wanted anything,
but we have to give up on it for now.",""
"Hint_V2_04","Looks like all of the Rescue Toads
are gathered on the pier.","Looks like all of the Rescue Toads
are gathered on the pier.",""
"Hint_TN_19","Let's repaint that Toad on the
bench over there. Maybe he can
help us out.","Let's repaint that Toad on the
bench over there. Maybe he can
help us out.",""
"Hint_R2_01","Mmm, do you feel that breeze
blowing in from the lake? It
sure is pleasant...","Mmm, do you feel that breeze
blowing in from the lake? It
sure is pleasant...",""
"Hint_O4_08","I...I guess we have to learn how
to make pizza! Talk to the chef
if you need a little help.","I...I guess we have to learn how
to make pizza! Talk to the chef
if you need a little help.",""
"Hint_G1_04","This giant Goomba is a giant pain!
I think you're going to have to
take it out for us to move forward.","This giant Goomba is a giant pain!
I think you're going to have to
take it out for us to move forward.",""
"Hint_G2_10","So much for taking a nice stroll
through a normal forest...","So much for taking a nice stroll
through a normal forest...",""
"Hint_V2_05","The ship can't embark with things
the way they are. Let's come back
once the sea's color is restored.","The ship can't embark with things
the way they are. Let's come back
once the sea's color is restored.",""
"Hint_V3_11","Now that we've got a bridge in this
world, do you think there's one in
the normal world, too?","Now that we've got a bridge in this
world, do you think there's one in
the normal world, too?",""
"Hint_R2_02","That red Toad who fell from the
airship might be injured.
Let's look for him!","That red Toad who fell from the
airship might be injured.
Let's look for him!",""
"Hint_O4_09","Let's start the pizza challenge again
from the prep stage!","Let's start the pizza challenge again
from the prep stage!",""
"Hint_G1_05","I smell paint! There must be a Mini
Paint Star nearby...","I smell paint! There must be a Mini
Paint Star nearby...",""
"Hint_G2_11","Let's find that blue Mini Paint Star
that vanished!","Let's find that blue Mini Paint Star
that vanished!",""
"Hint_V2_06","Let's go check out the boat.","Let's go check out the boat.",""
"Hint_V3_12","Let's go see if anything happened
to the tornado in the parallel world.","Let's go see if anything happened
to the tornado in the parallel world.",""
"BTL_DJB_01","Mario, this Shy Guy is really quick!
Seems like he'll be tough to beat.  Press  if you need a hint
about how to defeat him.","Mario, this Shy Guy is really quick!
Seems like he'll be tough to beat.  Press  if you need a hint
about how to defeat him.",""
"Hint_R2_03","Press  to use Cutout, and then find
a way to the top of the ? Blocks.
Then you can just drop down on the
other side of the gate!","Press  to use Cutout, and then find
a way to the top of the ? Blocks.
Then you can just drop down on the
other side of the gate!",""
"Hint_O2_01","Ooh, I love ancient temples.
Especially if they're filled with
spikes and booby traps! I'm excited!","Ooh, I love ancient temples.
Especially if they're filled with
spikes and booby traps! I'm excited!",""
"Hint_G1_06","I don't think there's anything else
we can do in these woods right now.","I don't think there's anything else
we can do in these woods right now.",""
"Hint_V3_13","Let's wring out the Thing under
the tornado in the parallel world.","Let's wring out the Thing under
the tornado in the parallel world.",""
"BTL_DJB_02","Mario, this Shy Guy is, like, made of
metal! Seems like he'll be tough to
beat.  Press  if you want a hint
about how to defeat him.","Mario, this Shy Guy is, like, made of
metal! Seems like he'll be tough to
beat.  Press  if you want a hint
about how to defeat him.",""
"Hint_O2_02","We need to get over to that
entrance somehow. But those
spikes look awfully pointy...","We need to get over to that
entrance somehow. But those
spikes look awfully pointy...",""
"Hint_G1_07","The yellow Big Paint Star definitely
passed over these woods, which
means it might have repainted
something in here. Let's take a look!","The yellow Big Paint Star definitely
passed over these woods, which
means it might have repainted
something in here. Let's take a look!",""
"Hint_G2_13","Nice going!
You're the real super star, Mario!","Nice going!
You're the real super star, Mario!",""
"Hint_V2_08","Let's find a way to cross the Lost
Sea. Maybe there's something inside
the ship that can help.","Let's find a way to cross the Lost
Sea. Maybe there's something inside
the ship that can help.",""
"Hint_V4_20","The lighthouse turned out to be 
super bright. I guess the keeper's
sunglasses weren't just for show.","The lighthouse turned out to be 
super bright. I guess the keeper's
sunglasses weren't just for show.",""
"Hint_KP_05_1","This doesn't look good. I don't know
what those Shy Guys are doing with
all of those buckets of paint, but I
don't like it.","This doesn't look good. I don't know
what those Shy Guys are doing with
all of those buckets of paint, but I
don't like it.",""
"BTL_DJB_03","Mario, this Shy Guy is, like, made of
metal! Seems like he'll be tough to
beat.  Press  if you want a hint
about how to defeat him.","Mario, this Shy Guy is, like, made of
metal! Seems like he'll be tough to
beat.  Press  if you want a hint
about how to defeat him.",""
"Hint_R2_05","OK, let's go look for the red Toad
who fell off the airship.","OK, let's go look for the red Toad
who fell off the airship.",""
"Hint_B2_10","If we watch closely enough, we
should be able to follow the key.","If we watch closely enough, we
should be able to follow the key.",""
"Hint_O2_03","I don't think we have what we need
to open that freaky old door.
I wonder if the professor of really
old things knows anything about it.","I don't think we have what we need
to open that freaky old door.
I wonder if the professor of really
old things knows anything about it.",""
"Hint_G1_08","There's a blue Mini Paint Star!
Let's get it, Mario!","There's a blue Mini Paint Star!
Let's get it, Mario!",""
"Hint_G2_14","There's no way we'll fit in a pipe
this small. Let's come back later.","There's no way we'll fit in a pipe
this small. Let's come back later.",""
"Hint_V3_15","Let's go check on what's happened
to the whirlpool in the normal world.","Let's go check on what's happened
to the whirlpool in the normal world.",""
"Hint_KP_05_2","Looks like you can't get through the
tunnel without carrying a bucket.  If only we had a steel bucket with a
handle. Do you know anyone like
that? I'm drawing a blank.","Looks like you can't get through the
tunnel without carrying a bucket.  If only we had a steel bucket with a
handle. Do you know anyone like
that? I'm drawing a blank.",""
"Hint_R2_06","The red Toad is stuck in a tree!
We've gotta get him down!","The red Toad is stuck in a tree!
We've gotta get him down!",""
"Hint_O2_04","All right, let's head into the temple!","All right, let's head into the temple!",""
"Hint_O3_10","The coal car hit something and came
back! Let's check out the tracks.","The coal car hit something and came
back! Let's check out the tracks.",""
"Hint_G1_09","Man, this forest sure is weird.","Man, this forest sure is weird.",""
"Hint_G2_15","I think we've probably got all the
pieces of that Mini Paint Star now.
Let's go back to where it was.","I think we've probably got all the
pieces of that Mini Paint Star now.
Let's go back to where it was.",""
"Hint_V3_16","Let's return to the boat. Mini Paint
Star ahoy!","Let's return to the boat. Mini Paint
Star ahoy!",""
"Hint_KP_05_3","...OH!
I can pretend to be a bucket!  Get on the conveyor belt and
summon me!","...OH!
I can pretend to be a bucket!  Get on the conveyor belt and
summon me!",""
"Hint_B2_12","All of these Toads look the same, so
it's hard to keep track of which is
which.","All of these Toads look the same, so
it's hard to keep track of which is
which.",""
"Hint_Y1_10","The gatekeeper's mind went blank...
If we color his thoughts a bit, maybe
he'll be able to remember something
about the Mountain Sage!","The gatekeeper's mind went blank...
If we color his thoughts a bit, maybe
he'll be able to remember something
about the Mountain Sage!",""
"Hint_O2_05","Isn't it fun exploring a dangerous
and mysterious temple like this?
Watch your step!","Isn't it fun exploring a dangerous
and mysterious temple like this?
Watch your step!",""
"Hint_O3_11","Let's try using the handcar to push
the coal car back to where the rest
of the train is!","Let's try using the handcar to push
the coal car back to where the rest
of the train is!",""
"Hint_G2_16","OK, let's grab the blue Mini Paint
Star!","OK, let's grab the blue Mini Paint
Star!",""
"Hint_V3_17","Well, let's take the Mini Paint Star
and get back to our quest for
Fortune Island!","Well, let's take the Mini Paint Star
and get back to our quest for
Fortune Island!",""
"Hint_KP_05_4","Get on the conveyor belt and
summon me!","Get on the conveyor belt and
summon me!",""
"Hint_JK_01","A Roshambo tournament?
Well, it's important to take breaks
sometimes, right? Let's try our luck!","A Roshambo tournament?
Well, it's important to take breaks
sometimes, right? Let's try our luck!",""
"Hint_B2_13","If only there was some surefire way
to keep track of the Toad with the
key.","If only there was some surefire way
to keep track of the Toad with the
key.",""
"Hint_Y1_11","This Mountain Sage is something
special, all right. We should come
talk to him if ever find ourselves
stuck at a dead end.","This Mountain Sage is something
special, all right. We should come
talk to him if ever find ourselves
stuck at a dead end.",""
"Hint_O2_06","Gah! Quickly, look for some kind of
a switch to make this thing move!
We're gonna be up to our ears in
lava if we don't hurry!","Gah! Quickly, look for some kind of
a switch to make this thing move!
We're gonna be up to our ears in
lava if we don't hurry!",""
"Hint_G2_17","I think there are still places in the
Sacred Forest that we haven't been
to yet.","I think there are still places in the
Sacred Forest that we haven't been
to yet.",""
"Hint_V3_18","If you hang out laundry to dry in
the parallel world...it won't ever
dry, will it? Because it's so wet
and cloudy?","If you hang out laundry to dry in
the parallel world...it won't ever
dry, will it? Because it's so wet
and cloudy?",""
"Hint_JK_02","We can enter a Roshambo
tournament! It's important to take
breaks sometimes, right? Mario, let's
try our luck!","We can enter a Roshambo
tournament! It's important to take
breaks sometimes, right? Mario, let's
try our luck!",""
"Hint_B2_14","Well, we won the key, so I suppose
we should go check out this
Blissful Beach place.","Well, we won the key, so I suppose
we should go check out this
Blissful Beach place.",""
"Hint_O2_07","OK, now we just need to get to the
Paint Star. Hurry! The lava is still
rising fast!","OK, now we just need to get to the
Paint Star. Hurry! The lava is still
rising fast!",""
"Hint_O3_13","It doesn't seem like there's anything
left to do here. Let's continue with 
our repairs back where the train is.","It doesn't seem like there's anything
left to do here. Let's continue with 
our repairs back where the train is.",""
"Hint_G2_18","Remember the spot with the tiny
pipe. We should come back when
we figure out a way to get into it!","Remember the spot with the tiny
pipe. We should come back when
we figure out a way to get into it!",""
"Hint_TN_31","Let's cross the bridge. It might make
the bridge builder happy!","Let's cross the bridge. It might make
the bridge builder happy!",""
"Hint_JK_03","Ouch. That was painful.
Well, you win some, you lose some.
We'll do better next time.","Ouch. That was painful.
Well, you win some, you lose some.
We'll do better next time.",""
"Hint_B2_15","The top of a sun umbrella doesn't
seem like the ideal place to relax.","The top of a sun umbrella doesn't
seem like the ideal place to relax.",""
"Hint_B3_21","This hotel gets creepier every time
I see it.","This hotel gets creepier every time
I see it.",""
"Hint_YB_10","I don't think this is getting us
anywhere. Let's see if there's
a way around on the outside
of the coliseum.","I don't think this is getting us
anywhere. Let's see if there's
a way around on the outside
of the coliseum.",""
"Hint_O2_08","I'm usually not one to run away
from a fight, but we've got more
important things to do. Maybe we
don't have to fight that guy!","I'm usually not one to run away
from a fight, but we've got more
important things to do. Maybe we
don't have to fight that guy!",""
"Hint_O3_14","This storage room seems like it
connects up to every other part of
the construction area.","This storage room seems like it
connects up to every other part of
the construction area.",""
"Hint_G2_19","If a pipe is too small to enter, we just
need to make it bigger. But how?","If a pipe is too small to enter, we just
need to make it bigger. But how?",""
"Hint_TN_32","We need to get up on that roof
to get the blue Mini Paint Star, but
I'm not sure how to do it! Let's try
asking some Toads around here.","We need to get up on that roof
to get the blue Mini Paint Star, but
I'm not sure how to do it! Let's try
asking some Toads around here.",""
"Hint_JK_04","Huzzah! We won!
What a rush!
Let's do that again sometime.","Huzzah! We won!
What a rush!
Let's do that again sometime.",""
"Hint_B2_16","The Oceanfest was actually pretty
fun. I can see why the Toads look
forward to it every year.","The Oceanfest was actually pretty
fun. I can see why the Toads look
forward to it every year.",""
"Hint_B3_22","We've got to solve this paranormal
mystery, because I just know there's
a Paint Star around here. Let's
search the whole place carefully...","We've got to solve this paranormal
mystery, because I just know there's
a Paint Star around here. Let's
search the whole place carefully...",""
"Hint_Y1_14","There was a yellow Mini Paint Star
next to the cardboard cutout at
the peak. Let's go get it!","There was a yellow Mini Paint Star
next to the cardboard cutout at
the peak. Let's go get it!",""
"Hint_O2_09","Those Toads on the tracks don't look
very happy...","Those Toads on the tracks don't look
very happy...",""
"Hint_O3_15","Well, let's head toward the train's
next destination, Tangerino Grill!","Well, let's head toward the train's
next destination, Tangerino Grill!",""
"Hint_O4_21","I guess this is a one-star restaurant
now. I forget... Is that bad or good?","I guess this is a one-star restaurant
now. I forget... Is that bad or good?",""
"Hint_TN_33","Hey, now that that sign is straight,
try pressing . It might open up
a new path!","Hey, now that that sign is straight,
try pressing . It might open up
a new path!",""
"Hint_JK_05","Mario...
Good luck.","Mario...
Good luck.",""
"Hint_B2_17","Let's go check out that shipwreck.
It should be in the bay, right off the
pier.","Let's go check out that shipwreck.
It should be in the bay, right off the
pier.",""
"Hint_YB_12","I think we're...backstage or
something...","I think we're...backstage or
something...",""
"Hint_O3_16","The boss really did retire... But it
looks like he finished his big job
first, so that's good!","The boss really did retire... But it
looks like he finished his big job
first, so that's good!",""
"Hint_O4_22","Let's come back when the big
group of customers arrives.","Let's come back when the big
group of customers arrives.",""
"Hint_TN_34","What are you waiting for?
Let's get the blue Mini Paint Star!","What are you waiting for?
Let's get the blue Mini Paint Star!",""
"Hint_JK_06","I never expected THAT was the
secret of the Rock Paper Wizard!","I never expected THAT was the
secret of the Rock Paper Wizard!",""
"Hint_R1_10","Darn, I thought removing the tape
would fix everything. Well, when in
doubt, walk around and smash
things with your hammer!","Darn, I thought removing the tape
would fix everything. Well, when in
doubt, walk around and smash
things with your hammer!",""
"Hint_B2_18","Maybe we could use the Cutout
ability to help that stranded Toad.
I think it's .","Maybe we could use the Cutout
ability to help that stranded Toad.
I think it's .",""
"Hint_Y1_16","Climbing that mountain was fun. I
feel like a real mountain man—Ĭer—Ĭ
mountain can.","Climbing that mountain was fun. I
feel like a real mountain man—Ĭer—Ĭ
mountain can.",""
"Hint_YB_13","I wonder why they stole that bone.
Do you think it's important?","I wonder why they stole that bone.
Do you think it's important?",""
"Hint_TN_35","This","This"," "
"Hint_JK_07","I guess we can't enter the 
Roshambo tournament right now.","I guess we can't enter the 
Roshambo tournament right now.",""
"Hint_R1_11","I can see why the Toad who runs the
café is mad at his customers. They
wrecked his café! Shall we help him?","I can see why the Toad who runs the
café is mad at his customers. They
wrecked his café! Shall we help him?",""
"Hint_B2_19","The way that Toad stopped that
wave! That's some supernatural
stuff right there.","The way that Toad stopped that
wave! That's some supernatural
stuff right there.",""
"Hint_Y1_17","Mario, you sometimes moonlight as a
doctor, don't you? You should be
able to mend a creased leg with a
single swing!","Mario, you sometimes moonlight as a
doctor, don't you? You should be
able to mend a creased leg with a
single swing!",""
"Hint_O4_24","There might be Shy Guys hiding in
the cupboards or in the freezer,
don't you think?","There might be Shy Guys hiding in
the cupboards or in the freezer,
don't you think?",""
"Hint_TN_36","If we could somehow help that small
Toad grow bigger, he'd be able to
join the Rescue Squad! Is there
a Thing that can help with that?","If we could somehow help that small
Toad grow bigger, he'd be able to
join the Rescue Squad! Is there
a Thing that can help with that?",""
"Hint_R1_12","All right! We should be able to go
get that Mini Paint Star now.","All right! We should be able to go
get that Mini Paint Star now.",""
"Hint_Y1_18","Whenever you see an Unfurl Block,
there must be something you can
Unfurl nearby.","Whenever you see an Unfurl Block,
there must be something you can
Unfurl nearby.",""
"Hint_O3_19","What a glorious run for the Sunset
Express! I bet everyone involved
is proud.","What a glorious run for the Sunset
Express! I bet everyone involved
is proud.",""
"Guide_SaveBlock","ǍThis is a Save Block.
Hit it to save your progress.  If you want to learn about saving,
touch  on the GamePad to check
out the manual.  ྠ","ǍThis is a Save Block.
Hit it to save your progress.  If you want to learn about saving,
touch  on the GamePad to check
out the manual.  ྠ",""
"Hint_R1_13","Have you been everywhere on
Ruddy Road? Down each path
all the way to the end? Be honest
with yourself, Mario.","Have you been everywhere on
Ruddy Road? Down each path
all the way to the end? Be honest
with yourself, Mario.",""
"Hint_RB_01_01","At last!
A Big Paint Star is close by!","At last!
A Big Paint Star is close by!",""
"Hint_Y1_19","Let's fix the colorless spots in the 
shack. Maybe the ranger will give
us the climbing permit then.","Let's fix the colorless spots in the 
shack. Maybe the ranger will give
us the climbing permit then.",""
"Hint_YB_16","All right, champ! Go on and claim
your prize. A Big Paint Star!","All right, champ! Go on and claim
your prize. A Big Paint Star!",""
"Hint_O4_26","Let's respect the VIP's privacy and
talk to him through the curtain.","Let's respect the VIP's privacy and
talk to him through the curtain.",""
"Hint_TN_38","Hey, Mario! You called?","Hey, Mario! You called?",""
"Hint_R1_14","That wall looks way too high to
jump over. Even for you, Mario!
Seems like a good time to call in
the Rescue Squad...","That wall looks way too high to
jump over. Even for you, Mario!
Seems like a good time to call in
the Rescue Squad...",""
"Hint_R2_20","If only we had superpowers.
That would make this way easier.
I know! Let's go find someone with
superpowers!","If only we had superpowers.
That would make this way easier.
I know! Let's go find someone with
superpowers!",""
"Hint_YB_17","If you see any powerful weapons,
grab 'em! They could come in
handy later.","If you see any powerful weapons,
grab 'em! They could come in
handy later.",""
"Hint_O4_27","Do we have any Thing that could
melt the big ice block? You know,
something that makes a whole
lot of hot air?","Do we have any Thing that could
melt the big ice block? You know,
something that makes a whole
lot of hot air?",""
"Hint_V2_24","If only there was some Thing that
could point the way forward...","If only there was some Thing that
could point the way forward...",""
"Hint_R1_15","The entire purple Rescue Squad
should be here by now... Let's go
see if they can help us!","The entire purple Rescue Squad
should be here by now... Let's go
see if they can help us!",""
"Hint_YB_18","The Battle Royal is over, but it 
looks like you can compete again,
if you want. You should test your
mettle!","The Battle Royal is over, but it 
looks like you can compete again,
if you want. You should test your
mettle!",""
"Hint_R1_16","Let's show our appreciation for the
purple Rescue Squad by stepping all
over them!","Let's show our appreciation for the
purple Rescue Squad by stepping all
over them!",""
"Hint_R2_22","Now that we've collected a cool
two Paint Stars, this breeze on
the lake feels even more refreshing!","Now that we've collected a cool
two Paint Stars, this breeze on
the lake feels even more refreshing!",""
"Hint_Y4_01","It's hot enough to dry paint
out here!","It's hot enough to dry paint
out here!",""
"Hint_O2_20","Oops! I hope no one's mad we
busted up the train tracks. But
now we can use that pillar to
roll across the spikes!","Oops! I hope no one's mad we
busted up the train tracks. But
now we can use that pillar to
roll across the spikes!",""
"Hint_O4_29","All of the customers have gone.
Let's talk to a Toad who works here.","All of the customers have gone.
Let's talk to a Toad who works here.",""
"Hint_V1_01","The teapot must be somewhere
in this park... Let's find it!","The teapot must be somewhere
in this park... Let's find it!",""
"Hint_R2_23","That mountain's so beautiful,
I wish I could cut it out and take it
home with me!","That mountain's so beautiful,
I wish I could cut it out and take it
home with me!",""
"Hint_Y4_02","Hmm. Doesn't seem like the café
is open right now.","Hmm. Doesn't seem like the café
is open right now.",""
"Hint_O2_21","That spiky door is meant to keep
people out. Let's take a closer look
at it.","That spiky door is meant to keep
people out. Let's take a closer look
at it.",""
"Hint_V2_27","OK, let's grab the Mini Paint
Star and head to the next island!","OK, let's grab the Mini Paint
Star and head to the next island!",""
"Hint_Y4_03","Look, there's someone in the middle
of that big colorless spot. Let's go
see who it is!","Look, there's someone in the middle
of that big colorless spot. Let's go
see who it is!",""
"Hint_O2_22","Woo-hoo! Get that Paint Star and
let's keep moving, Mario!","Woo-hoo! Get that Paint Star and
let's keep moving, Mario!",""
"Hint_V1_03","The Shy Guy on the pier looks like
he has something to say...","The Shy Guy on the pier looks like
he has something to say...",""
"Hint_V2_28","Man, firing those cannons seems
like fun. Can...Ǵcan I try it?","Man, firing those cannons seems
like fun. Can...Ǵcan I try it?",""
"V2_Taperstry01"," - Cannon Target Blast -
 Proof of perfect clear."," - Cannon Target Blast -
 Proof of perfect clear.",""
